product_id,product_name,product_type,subtype,material,color,capacity_value,capacity_unit,mouth_size_mm,size_text,closure_type,accessory,shape,feature,brand,use_category,material_family,keywords,confidence,attribute_confidence,extraction_method,rules_version,attribute_evidence
5163,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28,frasco,,VIDRIO,AMBAR,120.0,ML,28.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""120ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""120ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5164,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28,frasco,,VIDRIO,AMBAR,250.0,ML,28.0,,,tapa,,importado,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""IMPORTADO"", ""250ML"", ""TAPA"", ""TAPON"", ""N28""]",0.8975,"{""product_type"": 0.93, ""accessory"": 0.88, ""feature"": 0.8, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""250ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5165,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28,frasco,,VIDRIO,AMBAR,500.0,ML,28.0,,,tapa,,importado,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""IMPORTADO"", ""500ML"", ""TAPA"", ""TAPON"", ""N28""]",0.8975,"{""product_type"": 0.93, ""accessory"": 0.88, ""feature"": 0.8, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""500ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5166,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,frasco,,VIDRIO,AMBAR,1.0,L,28.0,,,tapa,,importado,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""IMPORTADO"", ""1LT"", ""B28"", ""TAPA"", ""TAPON""]",0.8975,"{""product_type"": 0.93, ""accessory"": 0.88, ""feature"": 0.8, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""1LT"", ""mouth_size"": ""B28 "", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5167,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA,cremero,cremero,VIDRIO,AMBAR,50.0,GR,,,,laina|tapa,,,,cosmetica,VIDRIO,"[""POTE"", ""CREMERO"", ""VIDRIO"", ""AMBAR"", ""50GR"", ""TAPA"", ""NEGRA"", ""LAINA""]",0.93,"{""product_type"": 0.94, ""subtype"": 0.95, ""accessory"": 0.9, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.89}",deterministic_rules,2026-06-11,"{""product_type"": ""CREMERO,VASELINERO"", ""subtype"": ""CREMERO"", ""accessory"": ""LAINA|TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""50GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""RIMEL,LIPSTICK,CREMERO,COSMET,BULLET,AIRLESS"", ""brand"": """"}"
5168,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA,cremero,cremero,VIDRIO,AMBAR,100.0,GR,,,,laina|tapa,,,,cosmetica,VIDRIO,"[""POTE"", ""CREMERO"", ""VIDRIO"", ""AMBAR"", ""100GR"", ""TAPA"", ""NEGRA"", ""LAINA""]",0.93,"{""product_type"": 0.94, ""subtype"": 0.95, ""accessory"": 0.9, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.89}",deterministic_rules,2026-06-11,"{""product_type"": ""CREMERO,VASELINERO"", ""subtype"": ""CREMERO"", ""accessory"": ""LAINA|TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""100GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""RIMEL,LIPSTICK,CREMERO,COSMET,BULLET,AIRLESS"", ""brand"": """"}"
5169,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28,frasco,,VIDRIO,TRANSPARENTE,1.0,L,28.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""1LT"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""1LT"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5170,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28,frasco,,VIDRIO,TRANSPARENTE,500.0,ML,28.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""500ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""500ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5171,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28,frasco,,VIDRIO,TRANSPARENTE,250.0,ML,28.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""250ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""250ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5172,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28,frasco,,VIDRIO,TRANSPARENTE,125.0,ML,28.0,,,tapa,,importado,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""IMPORTADO"", ""125ML"", ""TAPA"", ""TAPON"", ""N28""]",0.8975,"{""product_type"": 0.93, ""accessory"": 0.88, ""feature"": 0.8, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""125ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5173,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28,frasco,,VIDRIO,TRANSPARENTE,60.0,ML,28.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""60ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""60ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5174,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA DE METAL,frasco,,METAL,TRANSPARENTE,250.0,ML,,,,tapa,,,,empaque_envase,METAL,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""250ML"", ""TAPA"", ""METAL""]",0.91,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""METAL"", ""color"": ""TRANSPARENTE"", ""capacity"": ""250ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5175,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28,frasco,,VIDRIO,AMBAR,30.0,ML,28.0,,,tapa,,importado,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""IMPORTADO"", ""30ML"", ""TAPA"", ""TAPON"", ""B28""]",0.8975,"{""product_type"": 0.93, ""accessory"": 0.88, ""feature"": 0.8, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""30ML"", ""mouth_size"": ""B28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5176,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN,pote,,METAL,TRANSPARENTE,240.0,GR,63.0,,,tapa,,,,empaque_envase,METAL,"[""POTE"", ""VIDRIO"", ""TRANSPARENTE"", ""240GR"", ""TAPA"", ""METAL"", ""N63"", ""MN""]",0.91,"{""product_type"": 0.92, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""POTE,CREMERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""METAL"", ""color"": ""TRANSPARENTE"", ""capacity"": ""240GR"", ""mouth_size"": ""N63 "", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5177,POTE VIDRIO TRANSPARENTE 212GR BAJA TAPA METAL N63,pote,,METAL,TRANSPARENTE,212.0,GR,63.0,,,tapa,,,,empaque_envase,METAL,"[""POTE"", ""VIDRIO"", ""TRANSPARENTE"", ""212GR"", ""BAJA"", ""TAPA"", ""METAL"", ""N63""]",0.91,"{""product_type"": 0.92, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""POTE,CREMERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""METAL"", ""color"": ""TRANSPARENTE"", ""capacity"": ""212GR"", ""mouth_size"": ""N63"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5178,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63,pote,,METAL,TRANSPARENTE,200.0,ML,63.0,,,tapa,,,,empaque_envase,METAL,"[""POTE"", ""VIDRIO"", ""TRANSPARENTE"", ""200ML"", ""TAPA"", ""METAL"", ""N63""]",0.91,"{""product_type"": 0.92, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""POTE,CREMERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""METAL"", ""color"": ""TRANSPARENTE"", ""capacity"": ""200ML"", ""mouth_size"": ""N63"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5179,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53,pote,,METAL,TRANSPARENTE,100.0,GR,53.0,,,tapa,,,,empaque_envase,METAL,"[""POTE"", ""VIDRIO"", ""TRANSPARENTE"", ""100GR"", ""TAPA"", ""METAL"", ""N53""]",0.91,"{""product_type"": 0.92, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""POTE,CREMERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""METAL"", ""color"": ""TRANSPARENTE"", ""capacity"": ""100GR"", ""mouth_size"": ""N53"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5180,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN,pote,,METAL,TRANSPARENTE,30.0,GR,43.0,,,tapa,,,,empaque_envase,METAL,"[""POTE"", ""VIDRIO"", ""TRANSPARENTE"", ""30GR"", ""TAPA"", ""METAL"", ""N43"", ""MN""]",0.91,"{""product_type"": 0.92, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""POTE,CREMERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""METAL"", ""color"": ""TRANSPARENTE"", ""capacity"": ""30GR"", ""mouth_size"": ""N43 "", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5181,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA,cremero,cremero,,PLATEADO,50.0,GR,,,,laina|tapa,,doble,,cosmetica,,"[""POTE"", ""CREMERO"", ""DOBLE"", ""FONDO"", ""CINTILLO"", ""PLATEADO"", ""50GR"", ""TAPA""]",0.9171,"{""product_type"": 0.94, ""subtype"": 0.95, ""accessory"": 0.9, ""feature"": 0.85, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.89}",deterministic_rules,2026-06-11,"{""product_type"": ""CREMERO,VASELINERO"", ""subtype"": ""CREMERO"", ""accessory"": ""LAINA|TAPA,TAPON"", ""shape"": """", ""feature"": ""DOBLE"", ""material"": """", ""color"": ""PLATEADO"", ""capacity"": ""50GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""RIMEL,LIPSTICK,CREMERO,COSMET,BULLET,AIRLESS"", ""brand"": """"}"
5182,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA,tapa,,PLASTICO,BLANCO,,,28.0,,,tapa|atomizador_espray,,,,general,PLASTICO,"[""STAPA"", ""ESPRAY"", ""PLASTICO"", ""BLANCO"", ""N28"", ""SOBRE"", ""TAPA"", ""ALTA""]",0.8633,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TAPA,TAPON,VALVULA,DISPENSADOR,ATOMIZADOR"", ""subtype"": """", ""accessory"": ""TAPA,TAPON|ESPRAY"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": """", ""mouth_size"": ""N28 "", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,frasco,atomizador,VIDRIO,TRANSPARENTE,50.0,ML,18.0,,atomizador,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""ALTO"", ""50ML"", ""PERFUME"", ""TAPA"", ""SPRAY""]",0.9163,"{""product_type"": 0.93, ""subtype"": 0.95, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": ""ATOMIZADOR,SPRAY"", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""50ML"", ""mouth_size"": ""N18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,frasco,atomizador,VIDRIO,TRANSPARENTE,50.0,ML,18.0,,atomizador,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""CUADRADO"", ""50ML"", ""PERFUME"", ""TAPA"", ""SPRAY""]",0.9163,"{""product_type"": 0.93, ""subtype"": 0.95, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": ""ATOMIZADOR,SPRAY"", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""50ML"", ""mouth_size"": ""N18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5185,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON,frasco,,PLASTICO,BLANCO,500.0,ML,,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""INSECTICIDA"", ""BLANCO"", ""500ML"", ""TAPA"", ""TAPON""]",0.91,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""500ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5186,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON,frasco,,PLASTICO,BLANCO,1.0,L,,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""INSECTICIDA"", ""BLANCO"", ""1LT"", ""TAPA"", ""TAPON""]",0.91,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""1LT"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5187,EMBUDO VIDRIO 60MM,,,VIDRIO,,,,,,,,,,,general,VIDRIO,"[""EMBUDO"", ""VIDRIO"", ""60MM""]",0.77,"{""material"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5188,TUBO DE ENSAYO T/ROSCA 16*150 - PYREX,tubo,rosca,,,,,,,rosca,,,,,general,,"[""TUBO"", ""ENSAYO"", ""T"", ""ROSCA"", ""16"", ""150"", ""PYREX""]",0.8,"{""product_type"": 0.9, ""subtype"": 0.9, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TUBO,TUBOS"", ""subtype"": ""ROSCA"", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5189,MECHERO DE ALCOHOL 150ML,,,,,150.0,ML,,,,,,,,general,,"[""MECHERO"", ""ALCOHOL"", ""150ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""150ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5190,MECHERO DE ALCOHOL 250ML,,,,,250.0,ML,,,,,,,,general,,"[""MECHERO"", ""ALCOHOL"", ""250ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""250ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5191,MORTERO DE 150MM C/PILON,,,,,,,,,,,,,,general,,"[""MORTERO"", ""150MM"", ""PILON""]",0.6,"{""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5192,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..,frasco,campana,PET,BLANCO,300.0,ML,28.0,,,tapa,,,,empaque_envase,POLIETILENO TEREFTALATO,"[""FRASCO"", ""PET"", ""CAMPANA"", ""BLANCO"", ""300ML"", ""TAPA"", ""DISPENSADOR"", ""N28""]",0.915,"{""product_type"": 0.93, ""subtype"": 0.94, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": ""CAMPANA"", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": ""BLANCO"", ""capacity"": ""300ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5193,TUBO COLAPSIBLE BLANCO 30ML C/TAPA,tubo,,,BLANCO,30.0,ML,,,,tapa,,,,general,,"[""TUBO"", ""COLAPSIBLE"", ""BLANCO"", ""30ML"", ""TAPA""]",0.854,"{""product_type"": 0.9, ""accessory"": 0.88, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TUBO,TUBOS"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": ""BLANCO"", ""capacity"": ""30ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5194,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA,frasco,esmalte,VIDRIO,TRANSPARENTE,10.0,ML,,,,brocha|tapa,,,,ferreteria,VIDRIO,"[""FRASCO"", ""ESMALTE"", ""VIDRIO"", ""TRANSPARENTE"", ""10ML"", ""BROCHA"", ""TAPA""]",0.92,"{""product_type"": 0.93, ""subtype"": 0.92, ""accessory"": 0.92, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.84}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": ""ESMALTE"", ""accessory"": ""BROCHA|TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""PINTURA,BROCHA,TORNILLO,TUERCA,MANGUERA"", ""brand"": """"}"
